,age_group,education,country,music,artist_name,featured_artists,avg_plays_per_user,song_age,user_favorite_genre,user_genre_diversity,user_genre_affinity,energy_acousticness_ratio
8065,Adult, Graduate , Non-Urban ,You Had Me from Hello,Kenny Chesney,"ITZY, Otis Redding",360.5,25, Country,4,846.0,1.5144580648300145
8066,Adult, Undergraduate , Urban ,Gold Digger,Kanye West,"The Kid LAROI, ILLENIUM",14.333333333333334,24, Dance/Electronic,3,1.0,47.66113573775197
8067,Adult, Undergraduate , Urban ,Sure Thing,Miguel,"Benjamin Blümchen, Lenny Tavárez, Macklemore & Ryan Lewis",14.333333333333334,14, Dance/Electronic,3,1.0,1.5941601531085885
8068,Adult, Undergraduate , Urban ,You've Got The Love,Florence + The Machine,Conan Gray,14.333333333333334,15, Dance/Electronic,3,41.0,0.5912896316602196
8069,Senior, Middle School , Urban ,Without Me,Eminem,50 Cent,723.0,22,Jazz,2,618.0,233.91600212727198
8070,Senior, Middle School , Urban ,Take Ü There (feat. Kiesza) - Missy Elliott Remix Bonus Track,Jack Ü,"Armin van Buuren, Bill Withers, Camila Cabello, Mumford & Sons",723.0,24,Jazz,2,828.0,3.368713684185477
8071,Senior, Graduate , Non-Urban ,Cudi Zone,Kid Cudi,"Baby Keem, Mike Perry, Darell",299.5,15, Country,2,124.0,0.8578576032469536
8072,Senior, Graduate , Non-Urban ,Some Nights,fun.,"Charlie Brown Jr., Slipknot, Andrés Calamaro, Farruko, Diego & Victor Hugo",299.5,12, Country,2,475.0,1.3236211024459241
8073,Teen, Middle School , Non-Urban ,Feels,Kiiara,"Blake Shelton, Bryson Tiller",372.5,24,Dance/Electronic,2,672.0,1.5250034553967065
8074,Teen, Middle School , Non-Urban ,Wannabe - Radio Edit,Spice Girls,"(G)I-DLE, Brantley Gilbert, Niall Horan",372.5,28,Dance/Electronic,2,73.0,0.7278016824124461
8075,Teen, Undergraduate , Non-Urban ,Diamonds Talkin Back,2 Chainz,"Taylor Swift, Cosculluela, Laura Pausini, Kodaline, Cali Y El Dandee",265.6666666666667,24,Hip-Hop,3,622.0,1.8775993523475487
8076,Teen, Undergraduate , Non-Urban ,Gold Dust,Galantis,Audioslave,265.6666666666667,24,Hip-Hop,3,1.0,1.3570932015668644
8077,Teen, Undergraduate , Non-Urban ,All Of The Stars,Ed Sheeran,"Tom Petty and the Heartbreakers, Chelsea Cutler, Official HIGE DANdism",265.6666666666667,11,Hip-Hop,3,174.0,1.991614846902046
8078,Senior, Graduate , Urban ,Love On The Brain,Rihanna,"Natanael Cano, ZAYN",1288.0,24, Christian/Gospel,1,1288.0,0.39881821057117345
8079,Young Adult, Graduate , Urban ,Molly,Lil Pump,"The All-American Rejects, Mambo Kingz, UB40, Don Diablo, Andrea Bocelli",203.0,24,RnB,1,203.0,0.883153174311694
8080,Adult, Graduate , Urban ,How Much A Dollar Cost,Kendrick Lamar,"Bastille, Daniel Caesar, Future",513.0,9,Rap,1,513.0,0.2133044065221553
8081,Adult, Middle School , Urban ,Call Me,NAV,"Jack & Jack, Deftones, Sting",235.0,7,Rap,1,235.0,1.3930076878915472
8082,Senior, Middle School , Non-Urban ,HUMBLE.,Kendrick Lamar,"Hollywood Undead, Pink Sweat$, Lil Mosey, Daya",669.5,7,Hip-Hop,2,1.0,2202.1198506388273
8083,Senior, Middle School , Non-Urban ,All Of The Stars,Ed Sheeran,"Morgan Wallen, Louis Tomlinson",669.5,11,Hip-Hop,2,1338.0,0.5882597001052265
8084,Elderly, Undergraduate , Urban ,Waiting,Green Day,Bethel Music,651.0,24, Classical,3,374.0,1.627268197601554
8085,Elderly, Undergraduate , Urban ,Somewhere Only We Know,Keane,"alt-J, Thalia, LUDMILLA, Piso 21",651.0,20, Classical,3,1.0,11.083333148611116
8086,Elderly, Undergraduate , Urban ,Antidote,Travis Scott,"Pop Smoke, MKTO",651.0,9, Classical,3,1578.0,68.57886980718777
8087,Elderly, High School , Non-Urban ,Cashin Out,Akon,"Chief Keef, Frank Ocean",185.5,24, Christian/Gospel,2,1.0,1.2456137262888107
8088,Elderly, High School , Non-Urban ,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore & Ryan Lewis,"Nicki Minaj, Miracle Tones, Sfera Ebbasta, Nelly Furtado",185.5,8, Christian/Gospel,2,370.0,1.1002638300024616
8089,Adult, Graduate , Urban ,"Me Reclama (Remix) [feat. Luigi 21 Plus, Alexio & Pusho]",Ozuna,"Empire of the Sun, Elvis Presley, GIMS, Mac DeMarco",307.5,8, Classical,2,556.0,1.3496068675147204
8090,Adult, Graduate , Urban ,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song],Pitbull,"Rick Ross, Paulo Londra, AC/DC, Gorillaz, Santana",307.5,10, Classical,2,59.0,15.998851118963898
8091,Senior, High School , Urban ,Random,G-Eazy,"RAF Camora, The National, The Kid LAROI, John Legend",1.0,24, Dance/Electronic,1,1.0,2.1929080055952768
8092,Young Adult, Graduate , Non-Urban ,How To Love,Lil Wayne,Joji,863.0,13, Hip-Hop,1,863.0,0.3549082384382403
8093,Young Adult, Middle School , Non-Urban ,beibs in the trap,Travis Scott,"Shinedown, Yandel",180.5,8,Dark Trap,2,1.0,1.0180431165882258
8094,Adult, Middle School , Urban ,Peso,A$AP Rocky,"Foster The People, George Ezra, Cigarettes After Sex, Nina Simone",530.0,13,Rock,1,530.0,0.6402483458815252
8095,Young Adult, High School , Non-Urban ,Therapy,Khalid,"Moby, Bring Me The Horizon",163.0,24, R&B,1,163.0,0.6150991099865105
8096,Adult, Undergraduate , Urban ,Almost Famous,G-Eazy,"KSI, Jack Johnson, Lalo Ebratt",790.5,24, Rock,2,1393.0,2.402292617544052
8097,Adult, Undergraduate , Urban ,Feel It Still,Portugal. The Man,"fun., Gemitaiz, Stray Kids",790.5,7, Rock,2,188.0,0.27796596320113964
8098,Elderly, High School , Urban ,The Devil Is A Lie,Rick Ross,"George Ezra, Showtek, Lin-Manuel Miranda, Zara Larsson",1014.0,10, Classical,1,1014.0,0.9627502969187787
8099,Senior, Middle School , Non-Urban ,I Don't Mind,Usher,"DJ Khaled, The Fray, Wisin, System Of A Down, Khalid",169.5,10,Dance/Electronic,2,230.0,10.565433412830217
8100,Senior, Middle School , Non-Urban ,Little Toy Guns,Carrie Underwood,"Gerardo Ortiz, Britney Spears, Alvaro Soler",169.5,24,Dance/Electronic,2,109.0,1.7684028372946403
8101,Elderly, High School , Urban ,Lullaby,The Cure,Liam Payne,411.5,24, Easy Listening,2,822.0,8.353700901197682
8102,Senior, Undergraduate , Non-Urban ,Sober,Lorde,"Los Bukis, Enya",50.666666666666664,24, Folk/Acoustic,2,151.0,2.4115705399242198
8103,Senior, Undergraduate , Non-Urban ,Black Beatles,Rae Sremmurd,"Avenged Sevenfold, One Direction, Soda Stereo",50.666666666666664,8, Folk/Acoustic,2,1.0,0.21456107124115917
8104,Senior, Undergraduate , Non-Urban ,King And Lionheart,Of Monsters and Men,"Iggy Azalea, Conor Maynard, Jack & Jack, Los Ángeles Azules, Bruno & Marrone",50.666666666666664,12, Folk/Acoustic,2,151.0,1.463419607572511
8105,Teen, Undergraduate , Non-Urban ,Too Many Years,Kodak Black,"KALEO, Sido",338.0,24,Underground Rap,1,338.0,2.3926444995215075
8106,Senior, Middle School , Urban ,Shape of You,Ed Sheeran,"$uicideboy$, Danna Paola, YUNGBLUD, DENNIS",275.6666666666667,7,Jazz,3,1.0,1.12220309617521
8107,Senior, Middle School , Urban ,Ivy,Frank Ocean,"Justin Quiles, Arcade Fire",275.6666666666667,8,Jazz,3,825.0,0.4917197445965354
8108,Senior, Middle School , Urban ,Candy Shop,50 Cent,"Pitbull, Dilsinho, J Balvin, Chencho Corleone",275.6666666666667,24,Jazz,3,1.0,2.790805574797515
8109,Adult, Undergraduate , Non-Urban ,In the Name of Love,Martin Garrix,"Jeezy, Luciano, Blur",1.0,24, Country,1,1.0,64.05293602204424
8110,Senior, High School , Non-Urban ,Save Tonight (feat. Solamay),Robin Schulz,"Jonas Blue, Rich Brian, Jeremih, Snow Patrol, PARTYNEXTDOOR",708.5,24, Classical,1,1417.0,1.5962565812390732
8111,Senior, High School , Non-Urban ,Stole the Show,Kygo,"Chayanne, H.E.R., Sleeping At Last",708.5,8, Classical,1,1417.0,2.3431734230879204
8112,Teen, Middle School , Non-Urban ,Beat It - Single Version,Michael Jackson,"Maná, Don Toliver",881.5,42,Emo,1,1763.0,0.5087021935107068
8113,Teen, Middle School , Non-Urban ,Wannabe - Radio Edit,Spice Girls,Tyga,881.5,28,Emo,1,1763.0,1.1272745885562134
8114,Young Adult, Middle School , Non-Urban ,He's All Over Me,Whitney Houston,"Yusuf / Cat Stevens, EXO, NCT 127",1.0,24,Jazz,1,1.0,1.1693377508426852
8115,Adult, Undergraduate , Urban ,Somebody That I Used To Know,Gotye,"ONE OK ROCK, Enya, Trueno",290.0,13, Classical,2,579.0,19.34814407458427
8116,Adult, Undergraduate , Urban ,Respect,Aretha Franklin,"Nio Garcia, Will Smith, Kris Kross Amsterdam, gnash",290.0,57, Classical,2,1.0,0.16096514174226884
8117,Senior, Graduate , Urban ,Get Out Of My Car,Toby Keith,"Eslabon Armado, Sting, Fifth Harmony",1.0,24, Classical,1,1.0,1.3744695829157705
8118,Adult, Undergraduate , Urban ,Hurricane,Panic! At The Disco,"DNCE, Rita Ora, X Ambassadors, Evaluna Montaner",1.0,13, Dance/Electronic,1,2.0,1.638819975283447
8119,Adult, Undergraduate , Urban ,A Moment Like This,Kelly Clarkson,"Lupe Fiasco, Justin Quiles, Simple Plan",1.0,21, Dance/Electronic,1,2.0,1.2267015324129134
8120,Teen, Undergraduate , Non-Urban ,Solo Dolo (nightmare),Kid Cudi,"Goodboys, Willie Nelson, Lupe Fiasco, Ferrugem",176.0,15,Classical,1,176.0,0.40990325864216115
8121,Teen, High School , Non-Urban ,Uptown Funk,Mark Ronson,"Rich Brian, Snoop Dogg, The Killers",759.0,9,Pop,1,759.0,76.0299530549372
8122,Young Adult, Graduate , Non-Urban ,Paranoid - Remastered Version,Black Sabbath,"Willy William, Conan Gray, Silk Sonic",69.33333333333333,54, Hip-Hop,3,1.0,0.4416931460612431
8123,Young Adult, Graduate , Non-Urban ,Half The World Away,AURORA,"Nat King Cole, Camilo, Muse, Martin Solveig, ZHU",69.33333333333333,8, Hip-Hop,3,206.0,0.5580192088775072
8124,Young Adult, Graduate , Non-Urban ,Never Be Like You,Flume,"The Vamps, Beyoncé",69.33333333333333,24, Hip-Hop,3,1.0,0.7590268726045312
8125,Senior, Undergraduate , Urban ,beibs in the trap,Travis Scott,Internet Money,575.0,8,Dark Trap,1,575.0,0.01819760961552871
8126,Teen, Graduate , Non-Urban ,Amen - feat. Drake,Meek Mill,"Miracle Tones, Jorge & Mateus",27.0,12,Classical,2,1.0,0.7488122420101179
8127,Teen, Graduate , Non-Urban ,Breakaway,Kelly Clarkson,"Calum Scott, Chris Brown, Mark Ronson",27.0,20,Classical,2,53.0,1.4325537898431027
8128,Teen, Graduate , Urban ,Talking Body,Tove Lo,"Frank Ocean, Lil Durk, Dave, Aitana",451.5,10,Classical,2,50.0,7.87784670933906
8129,Teen, Graduate , Urban ,FUCKING YOUNG / PERFECT,"Tyler, The Creator","KALEO, Van Morrison, The Score, Los Bukis, TOMORROW X TOGETHER",451.5,9,Classical,2,853.0,0.1594483080639396
8130,Senior, Undergraduate , Non-Urban ,With Me,Sum 41,NIKI,1.0,24, Country,1,1.0,0.6885493732654401
8131,Teen, Graduate , Urban ,Jar of Hearts,Christina Perri,"James Bay, Ozuna, Scorpions, Jason Mraz, Don Toliver",1.0,13,Emo,1,1.0,0.23489500266552943
8132,Young Adult, Graduate , Non-Urban ,Blossom,Milky Chance,Dolly Parton,1.0,7, Dance/Electronic,1,1.0,0.9785698617541484
8133,Senior, Graduate , Urban ,My Way,Calvin Harris,Max Richter,736.5,8, Folk/Acoustic,2,123.0,9.817204195513934
8134,Adult, Middle School , Urban ,King Kunta,Kendrick Lamar,"Juan Luis Guerra 4.40, Wiz Khalifa, Thalia",628.0,9,Rap,1,628.0,43.780083857835166
8135,Senior, Undergraduate , Urban ,"Bills, Bills, Bills",Destiny's Child,"Piso 21, Jack Harlow, Michael Silverman, Billie Eilish",89.0,25, Rock,1,89.0,0.15511721131654516
8136,Adult, Middle School , Non-Urban ,LUST.,Kendrick Lamar,"Boyce Avenue, Duki, Official HIGE DANdism, Liam Payne, ILLENIUM",573.5,24,Classical,2,498.0,0.8756096312295639
8137,Adult, Middle School , Non-Urban ,Free Fallin' - Live at the Nokia Theatre,John Mayer,"Matheus & Kauan, NAV, Chris Brown, Tee Grizzley",573.5,16,Classical,2,649.0,0.38391699042293514
8138,Elderly, Undergraduate , Non-Urban ,Good Drank,2 Chainz,Max Richter,710.0,24,Emo,2,999.0,0.9491437942297318
8139,Elderly, Undergraduate , Non-Urban ,The One That Got Away - Acoustic,Katy Perry,"Alex Rose, Pentatonix",710.0,12,Emo,2,421.0,0.47286112605645014
8140,Senior, Graduate , Non-Urban ,Vibes,Tove Lo,"Aminé, DMX",1.0,24, Classical,2,1.0,3.464792109601769
8141,Senior, Graduate , Non-Urban ,No Role Modelz,J. Cole,"2 Chainz, Tom Petty and the Heartbreakers",1.0,10, Classical,2,1.0,1.2883281191525449
8142,Adult, Graduate , Non-Urban ,Dangerous Woman,Ariana Grande,"The Smashing Pumpkins, Dierks Bentley, ZHU, Jack & Jack",745.3333333333334,24, Classical,2,1337.0,0.4024559875901563
8143,Adult, Graduate , Non-Urban ,Pain,Three Days Grace,"Paul McCartney, Nio Garcia, Quavo, Banda MS de Sergio Lizárraga",745.3333333333334,18, Classical,2,899.0,0.475012224179598
8144,Elderly, Middle School , Urban ,Say You Won't Let Go,James Arthur,"Bebe Rexha, Jon Pardi",562.0,8,Classical,3,413.0,0.801438847767714
8145,Elderly, Middle School , Urban ,m.A.A.d city,Kendrick Lamar,"Zac Brown Band, Sum 41, Kina, Shania Twain",562.0,12,Classical,3,866.0,0.776178243101496
8146,Elderly, Middle School , Urban ,Slow Dancing in a Burning Room - Acoustic,John Mayer,"Cartel De Santa, Destiny's Child",562.0,18,Classical,3,407.0,1.5020796299194512
8147,Elderly, Undergraduate , Urban ,I'm a Slave 4 U,Britney Spears,"Robbie Williams, Pearl Jam, Maroon 5",253.0,23, Classical,2,1.0,1.1101785835106517
8148,Elderly, Undergraduate , Urban ,Writing's On The Wall,Sam Smith,Trippie Redd,253.0,24, Classical,2,505.0,1.3822842426864481
8149,Senior, Middle School , Non-Urban ,Black Water,Of Monsters and Men,"J Balvin, Sum 41, MAGIC!, A$AP Rocky, Darell",1.0,24,Dance/Electronic,1,1.0,0.6421223332857056
8150,Teen, Undergraduate , Urban ,Hide Away,Daya,"Sia, Alejandro Sanz, Matuê, Galantis",1063.0,7,Hip-Hop,1,1063.0,0.6741476289354021
8151,Teen, Undergraduate , Urban ,Genie in a Bottle,Christina Aguilera,"Kris Kross Amsterdam, Joel Corry",531.0,24,Rock,1,531.0,0.9513415730258191
8152,Teen, Middle School , Non-Urban ,Attention,Charlie Puth,"Tyler Childers, Nat King Cole, Young Thug",725.0,24,Pop,1,725.0,0.05139774205577496
8153,Senior, Undergraduate , Non-Urban ,I Fall Apart,Post Malone,JAY-Z,26.5,8, Pop,2,52.0,1.653823130225414
8154,Senior, Undergraduate , Non-Urban ,We Got The World,Icona Pop,"John Legend, Diego & Victor Hugo, Dua Lipa, Iron Maiden",26.5,24, Pop,2,1.0,0.02359500816214759
8155,Young Adult, Middle School , Urban ,Dreams (Interlude),A$AP Rocky,Robbie Williams,245.5,24,Classical,2,490.0,0.533865242683931
8156,Young Adult, Middle School , Urban ,Wake Me Up - Radio Edit,Avicii,"La Adictiva Banda San José de Mesillas, Van Halen, Gera MX, The Goo Goo Dolls",245.5,24,Classical,2,1.0,86.54370555863859
8157,Senior, Middle School , Non-Urban ,Paradise City,Guns N' Roses,Jack Ü,295.0,37,Classical,1,590.0,56.33135761352914
8158,Senior, Middle School , Non-Urban ,Embriágame (feat. Don Omar) - Remix,Zion & Lennox,"Dierks Bentley, U2, Manuel Turizo, Billy Joel, Lunay",295.0,8,Classical,1,590.0,0.8197753277899559
8159,Adult, Middle School , Urban ,Nothin New,21 Savage,"Jul, Pharrell Williams",887.0,24,Classical,1,887.0,5.432020957697968
8160,Teen, High School , Urban ,Where Are You (B.o.B vs. Bobby Ray) - B.o.B vs. Bobby Ray,B.o.B,Skepta,236.33333333333334,24, Dance/Electronic  ,3,595.0,2.0644307029582123
8161,Teen, High School , Urban ,I Walk the Line,Johnny Cash,"Aleman, Ozzy Osbourne, Camilo",236.33333333333334,54, Dance/Electronic  ,3,1.0,0.7983886439971801
8162,Teen, High School , Urban ,Bitch Better Have My Money,Rihanna,"Talking Heads, Rod Wave, 2 Chainz, The Police",236.33333333333334,24, Dance/Electronic  ,3,113.0,2.4009842579561975
8163,Young Adult, Undergraduate , Non-Urban ,Bring Dem Things,French Montana,"Chris Young, One Direction, Los Tigres Del Norte, Granular, Jack Ü",166.0,24, R&B,2,1.0,0.504388762041458
8164,Young Adult, Undergraduate , Non-Urban ,Share With Me The Sun,Portugal. The Man,"Lil Nas X, Mary J. Blige",166.0,24, R&B,2,331.0,3.351299878943505
8165,Adult, Undergraduate , Non-Urban ,Magnolia,Playboi Carti,"Matuê, Lenny Kravitz, Paramore, The Kid LAROI",1.0,7,Underground Rap,1,1.0,0.6209583710002905
8166,Young Adult, Graduate , Urban ,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,Mother Mother,478.5,12, Dance/Electronic,4,1190.0,0.8184976729833247
8167,Young Adult, Graduate , Urban ,I Slept With Someone In Fall Out Boy And All I Got Was This Stupid Song Written About Me,Fall Out Boy,"Sido, Kina, a-ha, Mambo Kingz, Miracle Tones",478.5,19, Dance/Electronic,4,1.0,1.7188187017244114
8168,Young Adult, Graduate , Urban ,We Will Rock You - Remastered,Queen,BØRNS,478.5,47, Dance/Electronic,4,722.0,0.7352070995041314
8169,Young Adult, Graduate , Urban ,Like It's The Last Time,Thomas Rhett,"French Montana, JP Cooper, Wisin, Bob Dylan",478.5,24, Dance/Electronic,4,1.0,0.9487665478813161
8170,Senior, Graduate , Non-Urban ,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,Sting,308.6666666666667,11, Classical,3,689.0,1.3697917778912083
8171,Senior, Graduate , Non-Urban ,SMUCKERS,"Tyler, The Creator","Juicy J, H.E.R., Glee Cast",308.6666666666667,9, Classical,3,1.0,1.460390911629495
8172,Senior, Graduate , Non-Urban ,What Lovers Do (feat. SZA),Maroon 5,"CHVRCHES, The Strokes, Banda El Recodo",308.6666666666667,24, Classical,3,236.0,2.7213320766445377
8173,Senior, Graduate , Non-Urban ,Cold As Ice - Single / LP Version,Foreigner,"Oasis, Marc Anthony",382.0,47, Jazz,1,382.0,23.068180944387084
8174,Adult, High School , Non-Urban ,Look Alive,Rae Sremmurd,"Two Door Cinema Club, Chencho Corleone, MC Kevinho, Summer Cem",326.0,24,RnB,1,326.0,0.1540087486535097
8175,Adult, Middle School , Urban ,Wanted Dead Or Alive,Bon Jovi,"Dave, Calvin Harris",342.5,24,Hip-Hop,1,685.0,8.765416760092274
8176,Adult, Middle School , Urban ,Loving You Easy,Zac Brown Band,"Ed Sheeran, Greeicy",342.5,9,Hip-Hop,1,685.0,1.544392399087443
8177,Teen, High School , Non-Urban ,Impossible,Travis Scott,"Falling In Reverse, TOMORROW X TOGETHER",1.0,9,Rap,1,1.0,1.2617710893577814
8178,Young Adult, Undergraduate , Non-Urban ,Nights,Frank Ocean,"Young the Giant, Manuel Turizo",834.0,8,Rap,1,834.0,1.2903981234416906
8179,Senior, Undergraduate , Non-Urban ,F*ck Up Some Commas,Future,"JAY-Z, Supertramp",1.0,9, Jazz,2,1.0,1.7554608418897928
8180,Senior, Undergraduate , Non-Urban ,Traffic In The Sky,Jack Johnson,"Aleman, Dennis Lloyd",1.0,21, Jazz,2,1.0,0.03325810551245495
8181,Senior, High School , Non-Urban ,Company,Justin Bieber,"Jeremy Zucker, Diego & Victor Hugo, The Notorious B.I.G., Mambo Kingz",667.0,24, Country,1,667.0,142.8206732352458
8182,Teen, Graduate , Non-Urban ,Roll it on Home,John Mayer,"Tame Impala, Kris Kross Amsterdam, Kings of Leon, Keith Urban, NIKI",1.0,24,Hip-Hop,1,2.0,1.098883615110843
8183,Teen, Graduate , Non-Urban ,Let's Get It On,Marvin Gaye,Yandel,1.0,51,Hip-Hop,1,2.0,0.23484368546877898
8184,Adult, Undergraduate , Urban ,Kiss Kiss,Chris Brown,"Joey Bada$$, Justin Quiles, H.E.R., Pitbull",1.0,24, Rock,1,1.0,62.17159106442092
8185,Young Adult, High School , Urban ,Scared to Be Lonely,Martin Garrix,"Leon Bridges, Mabel",931.0,7, Country  ,1,931.0,6.033519485659001
8186,Elderly, Middle School , Non-Urban ,Fergalicious,Fergie,"Pop Smoke, Cash Cash, Henrique & Juliano, Daya, Alfredo Olivas",1172.0,18,Rock,1,1172.0,0.4420099243916451
8187,Senior, Undergraduate , Urban ,Green Light,Lorde,"Milky Chance, Kiiara, Jay Chou",280.0,24, Classical,1,280.0,0.525087115009211
8188,Senior, Undergraduate , Non-Urban ,Bounce It,Juicy J,"Lil Kleine, Chase Atlantic, Selena Gomez, Nelly, Andrés Calamaro",1.0,11,Hiphop,1,1.0,0.5411807125127752
8189,Senior, Undergraduate , Non-Urban ,Where It's At,Dustin Lynch,"Kygo, Adele, Phil Collins",610.0,10, Classical,2,971.0,0.8779061500835159
8190,Senior, Undergraduate , Non-Urban ,Cancioncitas de Amor,Romeo Santos,"Quavo, Dilsinho, Internet Money, XXXTENTACION, Kodak Black",610.0,10, Classical,2,249.0,2.2922358079867906
8191,Young Adult, Undergraduate , Non-Urban ,Neon Light,Blake Shelton,Sublime,1.0,24, Hip-Hop,2,1.0,1.3086340048768672
8192,Young Adult, Undergraduate , Non-Urban ,P.I.M.P.,50 Cent,"Cyndi Lauper, Rae Sremmurd, Black Eyed Peas",1.0,21, Hip-Hop,2,1.0,2.336559021161262
8193,Young Adult, High School , Urban ,Clarity,Zedd,"Jimi Hendrix, Ofenbach",192.0,12, Dance/Electronic,1,192.0,19.623115084846354
8194,Teen, Graduate , Non-Urban ,In Cold Blood,alt-J,"Fifth Harmony, PARTYNEXTDOOR, Roxette, Timmy Trumpet",386.5,24,Dance/Electronic,2,174.0,1.6214079133481434
8195,Teen, Graduate , Non-Urban ,Sex With Me,Rihanna,"Summer Walker, Niall Horan, Labrinth",386.5,24,Dance/Electronic,2,599.0,0.4470342859532699
8196,Teen, Graduate , Non-Urban ,The Beast,Tech N9ne,"AURORA, Lil Wayne, Ella Mai, Los Tigres Del Norte, PNAU",554.0,18,Jazz,1,554.0,0.23824216959942168
8197,Young Adult, Graduate , Urban ,Sweet Child O' Mine,Guns N' Roses,"A$AP Rocky, Justin Timberlake",704.3333333333334,37, Jazz,2,1760.0,10.508083019537148
8198,Young Adult, Graduate , Urban ,Only,Nicki Minaj,"24kGoldn, Nio Garcia",704.3333333333334,10, Jazz,2,353.0,1.1439001231539718
8199,Young Adult, Graduate , Urban ,Lullaby,OneRepublic,"Showtek, Mabel, Joey Bada$$, Bo Burnham",704.3333333333334,24, Jazz,2,1760.0,11.492819014046068
8200,Elderly, Graduate , Urban ,Do You...,Miguel,"One Direction, Audioslave, Don Omar, TOTO",1.0,12, Folk/Acoustic,1,1.0,1.2892968600296748
8201,Adult, Undergraduate , Non-Urban ,What The Hell Did I Say,Dierks Bentley,Evaluna Montaner,1.0,24, Rock,1,1.0,2.1608415275342696
8202,Senior, Undergraduate , Non-Urban ,I Want You To Know,Zedd,"Maná, Niall Horan, Usher",104.0,24, Country,2,1.0,1.6930716496327436
8203,Senior, Undergraduate , Non-Urban ,Don't Stop The Music,Rihanna,Zedd,104.0,17, Country,2,207.0,0.7710949426048954
8204,Teen, Middle School , Urban ,Perfect,Ed Sheeran,"Creedence Clearwater Revival, A$AP Ferg, Angus & Julia Stone, ScHoolboy Q, Duran Duran",583.5,7,Emo,2,1.0,2.7484662408069553
8205,Teen, Middle School , Urban ,"Bitch, Don’t Kill My Vibe",Kendrick Lamar,"Evaluna Montaner, Gera MX",583.5,12,Emo,2,1166.0,0.9977771446972277
8206,Adult, Graduate , Non-Urban ,Family Don't Matter (feat. Millie Go Lightly),Young Thug,"Ludovico Einaudi, Depeche Mode, Maiara & Maraisa, Grupo Firme, Los Tucanes De Tijuana",115.5,24, Classical,2,230.0,1.073759538233835
8207,Adult, Graduate , Non-Urban ,New Noise,Steve Aoki,"The Beach Boys, U2, Granular",115.5,24, Classical,2,1.0,1.8638005893224532
8208,Senior, High School , Urban ,Under Pressure - Remastered 2011,Queen,"George Ezra, Surfaces, Aminé, Pop Smoke, Owl City",1662.0,42, Jazz,1,1662.0,1.6596736558049563
8209,Senior, Undergraduate , Non-Urban ,Man in Black,Johnny Cash,"José José, Eslabon Armado, Nio Garcia, Papa Roach",462.0,54, R&B,2,375.0,3.301083497630697
8210,Senior, Undergraduate , Non-Urban ,Problem,Ariana Grande,Charlie Puth,462.0,24, R&B,2,549.0,0.648696981464104
8211,Teen, Undergraduate , Urban ,The Monster,Eminem,"Anuel AA, Baby Keem, R.E.M., Disney, Salmo",153.0,24,Classical,2,1.0,3.365082768541738
8212,Teen, Undergraduate , Urban ,Crash,Conor Maynard,"Thiaguinho, Old Dominion, Mac DeMarco",153.0,24,Classical,2,305.0,0.19321951862849415
8213,Adult, Undergraduate , Non-Urban ,Black Dog,Led Zeppelin,AC/DC,249.66666666666666,53, Hip-Hop,2,2.0,2.1818181763085396
8214,Adult, Undergraduate , Non-Urban ,Ritual (feat. Wrabel),Marshmello,"Stevie Wonder, Oasis, Melim, Bon Iver",249.66666666666666,24, Hip-Hop,2,2.0,111.55659061832658
8215,Adult, Undergraduate , Non-Urban ,Fade To Black - Remastered,Metallica,"Nirvana, Powfu, Frank Ocean",249.66666666666666,24, Hip-Hop,2,747.0,0.9571841405881754
8216,Adult, Undergraduate , Urban ,Get Ready,The Temptations,"Eric Clapton, Counting Crows",408.5,58, Rock,4,1.0,0.19843152547090304
8217,Senior, Middle School , Urban ,Knights Of Cydonia,Muse,"Santa Fe Klan, Pablo Alborán, H.E.R., Joan Sebastian, The Chainsmokers",980.5,18,Classical,2,1144.0,0.6324297605054219
8218,Senior, Middle School , Urban ,Give Me Back My Hometown,Eric Church,"Upchurch, Bibi und Tina, Luan Santana, blackbear",980.5,10,Classical,2,817.0,0.6294029399842455
8219,Senior, Graduate , Non-Urban ,The Bird,Anderson .Paak,"Romeo Santos, The Black Keys, Lil Tjay",181.0,8, Classical,3,90.0,0.5883007448366947
8220,Senior, Graduate , Non-Urban ,Safe Sex Pay Checks,Rae Sremmurd,"Grupo Firme, 2 Chainz, James TW, Jack Ü",181.0,24, Classical,3,149.0,4.266487566722222
8221,Senior, Graduate , Non-Urban ,Goldie,A$AP Rocky,"Noah Cyrus, Glass Animals, Ty Dolla $ign",181.0,11, Classical,3,304.0,1.1842629261785342
8222,Teen, Undergraduate , Non-Urban ,Friends (with BloodPop®),Justin Bieber,"John Mayer, B.o.B, Paramore, YOASOBI",1.0,24,Classical,2,1.0,319.3422668294678
8223,Teen, Undergraduate , Non-Urban ,Jumpman,Drake,"Dermot Kennedy, Wallows",1.0,9,Classical,2,1.0,0.12175434590285539
8224,Senior, Undergraduate , Non-Urban ,Of The Soul,Mac Miller,"24kGoldn, ODESZA, Luan Santana, OMI",168.0,24, Easy Listening,1,168.0,0.4481705718456534
8225,Senior, High School , Urban ,Pain,Three Days Grace,Lil Durk,1.0,18, Classical,1,1.0,0.5845804069754484
